OTU_ID	S100	S101	S109	S110	S111	S112	S113	S121	S122	S123	S124	S125	S133	S134	S135	S136	S137	S145	S146	S147	S148	S149	S157	S158	S159	S160	S161	S169	S170	S171	S172	S173	S181	S182	S183	S184	S185	S504	S505	S506	S507	S508	S509	S516	S517	S518	S519	S520	S521	S528	S529	S530	S531	S532	S533	S540	S541	S542	S543	S544	S545	S552	S553	S554	S555	S556	S557	S564	S565	S566	S567	S568	S569	S576	S577	S578	S579	S580	S581	S588	S589	S590	S591	S592	S593	S97	S98	S99
Otu70	31	31	540	547	79	1	66	136	12	44	102	57	25	3	1	71	32	1310	4	27	34	52	33	35	165	58	16	72	33	2	71	6	12	33	2	19	9	14	5	18	17	0	11	43	587	79	34	2	4	6	33	12	13	3	137	138	31	8	19	13	0	5	11	30	31	8	329	88	167	9	102	69	15	26	25	10	31	28	1	34	11	5	17	10	8	68	37	376
Otu3855	4	5	10	10	8	6	3	5	11	6	6	1	2	2	0	2	0	7	2	3	0	2	1	3	10	18	1	7	0	1	15	0	0	0	1	4	2	1	0	0	0	0	0	0	4	11	1	0	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	2	0	5	0	0	3	1	1	0	0	0	4	0	8
Otu1615	8	8	43	94	168	19	48	56	30	35	27	13	11	17	6	11	6	187	4	18	2	14	21	28	15	133	5	11	5	5	27	0	8	9	2	14	1	2	1	1	0	0	1	2	9	27	2	0	0	1	1	2	0	1	16	20	4	2	1	1	2	1	1	0	0	0	24	1	1	0	24	1	0	1	2	1	4	9	0	0	0	0	1	2	0	23	24	172
Otu176	29	27	52	99	29	6	23	75	21	22	10	10	13	23	7	7	23	294	4	23	5	19	27	22	73	94	9	6	5	4	52	3	5	8	3	7	7	10	3	2	2	0	1	7	122	93	5	0	4	6	6	1	2	0	33	41	1	4	7	15	1	4	3	2	4	0	67	8	6	5	131	3	3	17	15	1	13	4	4	6	3	7	3	0	2	26	7	114
Otu351	4	0	156	60	30	4	4	31	2	8	4	7	0	0	0	0	0	46	0	0	0	0	8	7	0	154	0	2	5	0	5	2	4	4	0	5	0	4	1	20	0	35	0	0	0	50	4	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	3	0	0	1	1	25	14	0	0	0	0	0	0	6	29	1	355
Otu43	48	36	271	339	164	39	124	297	107	47	63	82	81	121	22	30	32	1378	16	90	21	25	60	54	128	475	48	44	53	36	249	14	39	28	15	47	15	42	13	14	8	9	14	27	373	224	15	4	12	13	31	7	14	3	70	94	12	12	3	4	10	8	11	10	9	2	210	32	43	25	545	10	4	35	45	2	20	14	9	15	4	20	11	9	8	134	49	372
Otu21	77	23	124	345	1990	400	97	230	19	56	27	58	143	70	22	293	35	5466	61	220	21	45	210	148	35	1580	41	10	25	2	97	0	93	168	118	302	108	4	0	1	1	4	3	14	84	90	3	2	5	9	4	8	6	3	96	71	7	4	6	20	1	6	8	12	5	4	203	12	2	5	65	1	2	5	7	1	10	2	2	5	13	7	6	3	8	162	56	404
Otu671	528	198	904	1216	1034	383	500	1186	713	444	343	146	462	678	210	556	208	4693	238	1051	329	274	390	506	1180	4475	310	97	77	67	886	86	337	449	147	352	196	37	9	10	58	21	31	80	878	1076	18	44	23	51	36	50	48	22	417	767	66	27	34	89	39	50	40	48	80	26	740	105	51	30	1619	31	53	55	62	18	88	86	18	51	33	28	28	17	27	682	350	2410
Otu49	35	29	58	166	116	34	26	236	19	51	61	29	40	16	16	17	22	748	4	39	9	9	30	26	65	305	45	9	22	8	42	18	28	34	11	77	3	3	1	6	5	7	10	6	123	220	17	0	7	1	7	11	38	5	667	295	13	53	23	13	18	1	1	12	82	8	430	0	1	17	306	1	15	12	7	8	45	37	11	9	2	11	7	3	6	147	70	1017
Otu170	40	21	164	521	162	65	103	198	86	50	35	51	35	56	8	16	9	275	11	67	8	13	20	60	95	389	16	45	22	12	369	4	6	19	2	14	4	19	1	5	9	12	8	9	209	52	5	4	4	3	2	2	5	1	21	104	13	7	5	4	5	3	3	1	4	2	65	4	3	3	156	15	2	4	7	2	38	10	1	7	3	4	1	10	3	102	39	437
Otu29	32	33	361	143	500	14	176	72	66	34	107	28	58	193	40	38	61	654	42	31	19	41	77	130	500	247	10	102	2	1	188	5	48	48	65	53	0	7	25	30	3	4	15	20	677	1004	30	12	24	1	38	15	50	2	198	41	39	28	14	2	27	10	8	10	131	7	475	0	62	19	27	45	29	30	27	9	54	43	18	1	1	0	9	15	8	384	150	1737
Otu432	101	43	13	68	28	0	0	1	0	0	0	0	0	18	0	0	0	3	0	13	9	2	0	3	20	0	0	16	8	3	73	2	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	26
Otu2841	3	8	23	3	3	4	0	0	1	1	0	0	10	5	6	18	1	244	2	8	5	4	2	2	12	39	4	0	0	0	1	0	4	2	5	7	6	1	0	0	0	0	0	0	0	19	0	2	1	1	0	1	2	0	13	8	1	1	0	3	0	0	0	5	2	1	5	0	0	1	8	1	0	4	4	0	1	0	0	0	2	1	1	0	1	0	11	56
Otu185	19	10	37	82	51	9	107	277	40	17	21	6	13	18	3	10	9	283	18	31	8	8	19	9	43	84	17	8	14	3	75	4	7	14	1	1	1	8	1	0	1	1	0	3	29	28	3	2	0	2	4	3	2	1	5	21	3	3	0	2	3	0	3	0	1	0	24	1	0	1	16	1	1	3	0	0	7	0	2	4	3	5	2	2	2	57	10	47
Otu320	16	17	43	298	6	0	10	20	2	5	5	1	6	18	0	7	8	61	1	21	2	5	5	16	14	0	0	7	1	0	52	1	0	3	12	1	0	0	2	3	0	0	1	0	27	82	4	0	1	0	0	0	0	5	8	18	27	0	0	1	3	1	0	4	2	0	48	2	10	2	4	9	0	0	0	2	5	8	0	6	0	0	2	0	1	14	25	114
Otu9	167	409	2000	2569	897	223	1125	2313	415	421	232	274	595	385	63	234	19	5012	268	611	129	369	305	171	1139	1177	217	162	345	48	1351	176	116	73	60	76	41	82	61	52	16	18	22	77	1304	700	52	16	7	33	27	15	20	5	163	472	47	30	48	20	20	49	46	15	20	9	1459	7	26	29	1663	7	8	47	99	10	43	14	12	46	20	31	20	5	13	1013	65	1910
Otu281	25	34	36	70	8	1	7	73	9	21	8	14	22	53	10	6	5	27	4	16	12	7	9	7	51	105	7	1	8	0	20	4	5	1	10	2	0	1	1	1	0	2	0	10	48	139	5	0	0	2	0	0	1	0	5	19	1	2	2	0	0	0	0	0	0	0	81	0	0	2	4	1	0	0	1	0	1	1	0	0	1	0	0	0	0	14	2	35
Otu276	8	43	28	29	48	8	23	49	13	14	2	8	16	3	4	4	13	24	1	28	7	7	10	12	29	35	21	11	5	2	18	4	6	3	2	1	2	4	4	5	3	3	0	19	70	148	12	0	3	3	1	0	7	0	17	65	2	0	1	0	3	10	6	0	9	3	101	1	0	10	243	2	0	10	3	0	5	0	0	18	2	2	4	0	0	84	10	119
Otu159	18	12	63	198	48	33	52	181	50	15	31	22	10	23	1	8	7	315	11	23	2	5	28	21	10	171	6	20	20	2	189	3	13	8	3	5	0	16	0	2	2	0	1	3	10	16	0	1	2	1	1	1	1	0	19	21	8	0	1	0	6	2	5	2	2	1	14	4	3	1	12	3	1	1	3	1	13	4	0	1	1	1	1	0	1	42	11	83
Otu3223	7	2	1	1	1	2	0	0	0	2	1	1	0	2	2	1	1	2	1	1	1	0	0	0	1	28	0	1	0	0	39	2	0	0	0	0	0	0	0	0	0	0	0	3	4	6	1	0	0	0	1	1	0	0	2	16	1	0	0	0	1	0	1	0	0	0	5	0	0	0	14	0	1	1	0	0	1	0	0	0	0	0	0	2	0	2	0	13
Otu557	4	3	43	66	7	2	6	30	8	5	1	3	5	3	1	4	2	56	1	15	2	1	7	11	9	87	2	1	2	1	21	0	2	9	1	12	1	2	0	3	1	0	2	2	24	22	0	0	1	0	0	2	1	0	3	24	4	1	1	2	3	1	1	3	0	2	39	6	7	0	93	3	1	5	0	1	10	3	1	2	0	0	1	1	1	29	23	44
Otu1050	4	0	2	23	12	0	5	1	2	0	0	1	0	3	0	0	2	1	0	2	0	0	1	2	0	3	1	2	6	0	10	0	0	1	0	2	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	18
Otu1885	28	13	26	43	12	2	6	4	3	3	6	3	2	1	0	0	0	2	0	4	3	1	1	1	2	2	0	4	2	9	137	3	0	0	0	0	0	1	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	4	0	14
Otu1706	40	6	104	109	1	35	101	144	7	50	3	9	55	16	9	1	3	138	9	10	5	14	33	23	91	338	6	2	0	3	54	0	5	6	8	0	9	8	5	5	0	3	0	18	371	87	4	2	3	3	3	4	6	0	28	45	7	3	2	6	1	5	4	6	5	2	214	5	0	2	259	9	0	8	0	0	20	48	1	63	8	12	2	3	3	60	10	67
Otu152	43	11	61	244	15	8	24	109	13	83	5	10	6	8	4	0	4	161	8	74	8	7	38	34	61	116	20	11	14	5	20	2	11	3	12	12	4	9	1	4	1	2	6	8	126	115	6	4	3	2	0	1	1	0	26	28	1	0	3	11	4	7	2	0	8	1	110	18	4	1	153	7	0	5	2	1	7	5	2	2	6	1	1	2	0	42	17	109
Otu253	40	20	260	601	71	3	89	58	41	29	37	15	24	68	14	9	14	540	14	26	6	9	17	47	54	189	1	44	28	6	98	1	14	14	16	9	1	7	0	5	5	3	1	8	130	232	8	6	2	3	2	8	15	0	127	26	9	20	6	6	18	1	1	5	23	5	320	13	11	6	91	26	15	17	2	5	50	46	1	6	4	7	7	8	3	124	93	590
Otu100	73	89	337	782	114	68	228	194	176	42	39	52	135	119	34	25	22	213	34	133	25	24	70	50	309	901	80	176	20	51	1716	38	15	13	7	48	4	35	9	4	8	11	2	21	177	252	9	2	1	3	3	4	10	1	119	232	19	9	5	6	10	7	8	7	5	3	200	37	3	5	453	8	8	16	9	3	17	16	3	17	1	3	11	4	1	147	48	375
Otu102	329	29	293	1186	375	16	32	18	19	25	10	12	5	87	0	78	0	230	11	108	31	21	43	10	102	68	9	49	199	39	497	27	417	19	1	8	1	7	2	5	1	0	1	3	35	163	11	1	1	4	2	13	2	2	15	47	12	4	0	1	4	0	0	3	0	0	64	0	29	8	3	6	5	0	1	0	8	14	4	0	0	0	3	3	8	15	15	39
Otu35	61	48	603	6101	2134	184	1944	141	40	79	166	50	18	54	16	50	36	439	6	28	11	14	234	89	84	594	20	62	83	16	804	9	7	14	9	19	9	15	6	28	2	6	25	1	38	180	14	7	9	4	5	8	4	2	59	105	13	11	2	4	10	2	2	9	6	6	156	0	12	6	59	7	5	13	10	3	15	16	6	14	1	0	2	1	8	73	72	3958
Otu243	35	2	17	9	0	14	0	32	3	31	0	3	6	8	0	2	0	483	6	43	8	23	13	14	124	1	7	1	0	0	0	0	24	2	6	10	93	0	2	0	0	2	2	1	27	8	0	2	5	0	0	0	0	0	0	74	2	0	2	0	0	0	0	0	0	0	11	1	2	1	45	0	0	0	1	1	0	0	1	0	0	1	1	0	0	22	10	142
Otu107	22	19	303	334	193	9	73	25	28	6	34	8	30	12	1	13	21	176	3	16	3	3	13	15	36	238	3	16	12	2	42	1	0	9	1	17	1	1	0	1	0	0	0	0	10	17	4	0	0	0	1	0	0	1	11	17	5	1	1	0	0	0	0	0	0	0	3	0	3	0	3	1	0	5	3	0	3	0	0	0	0	0	0	0	2	50	59	857
Otu1605	44	14	98	238	211	33	135	179	60	26	34	17	19	12	13	17	9	145	2	35	4	14	32	47	35	216	18	11	33	8	245	12	12	23	3	29	0	6	2	5	1	5	1	2	29	74	2	1	0	1	1	0	0	0	25	36	2	2	1	3	0	0	0	0	0	0	23	2	4	1	48	5	1	6	9	0	6	6	2	0	1	0	0	0	1	30	36	301
Otu793	42	55	118	561	285	51	113	275	49	57	80	53	23	47	19	173	49	507	27	55	22	20	70	39	62	737	33	6	13	0	24	12	14	81	35	88	7	0	0	3	0	4	4	0	1	101	6	3	4	1	5	6	9	0	28	125	7	8	3	3	11	2	0	5	1	2	47	0	20	1	37	2	7	7	9	0	19	13	1	1	0	0	0	1	8	148	67	855
Otu118	43	5	79	95	71	14	46	79	15	28	17	15	11	7	4	11	11	330	9	44	22	18	20	26	54	352	18	7	10	12	176	7	15	10	4	18	4	4	1	0	3	0	0	5	48	91	5	0	2	1	2	3	2	0	10	31	6	6	2	0	3	0	0	0	2	1	31	2	4	8	98	3	0	2	4	4	7	3	1	1	4	12	5	3	0	26	14	148
Otu608	10	7	25	84	21	0	12	13	10	4	10	14	6	7	2	3	1	98	5	17	8	2	7	3	45	69	17	9	2	3	79	3	3	2	1	2	1	0	0	1	0	0	1	1	9	27	0	0	0	0	0	0	0	1	5	4	0	0	1	0	0	0	0	0	1	0	4	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	1	1	0	13	3	80
Otu119	40	47	156	138	262	19	85	87	51	99	30	37	64	59	15	27	14	450	15	91	48	59	19	68	72	149	12	73	12	100	998	139	3	2	7	4	8	19	11	7	0	7	7	11	201	207	6	2	2	3	1	0	2	0	28	75	4	10	1	0	4	2	2	1	1	0	155	0	1	8	21	0	2	10	12	2	11	5	4	0	0	1	1	0	1	172	28	231
Otu200	10	6	22	46	9	4	8	57	17	5	9	9	16	7	2	8	7	134	3	25	3	5	8	11	17	83	11	3	3	2	52	1	8	7	7	10	0	3	4	0	2	4	3	6	90	80	0	1	1	4	6	5	6	0	37	77	5	4	8	31	5	8	8	7	3	9	115	23	4	6	156	14	5	4	3	0	28	21	1	6	0	6	3	2	0	29	21	66
Otu2549	15	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	1	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	1	1	0	0	0	0	2	2	0	0	0	0	0	0	4	8	123
Otu161	35	31	63	60	18	7	34	32	16	16	7	10	9	66	14	5	26	60	7	37	4	17	7	21	79	323	21	2	0	3	28	0	3	10	14	33	6	10	2	1	0	3	1	12	168	128	8	2	1	6	2	9	7	0	32	38	10	8	4	9	5	10	12	2	10	3	87	13	6	10	87	29	1	17	10	1	35	19	2	0	1	1	9	1	3	7	25	164
Otu165	59	23	127	373	74	30	71	83	163	99	68	45	51	100	46	46	48	372	26	133	49	34	60	48	177	383	85	72	63	48	512	51	7	12	18	15	10	15	21	3	2	7	2	16	95	208	3	6	1	0	2	2	4	0	11	66	8	8	4	3	5	24	3	4	2	1	111	1	4	7	69	5	2	16	12	0	15	8	3	0	0	5	4	1	0	40	13	144
Otu574	6	16	12	40	5	3	12	30	12	12	6	3	1	7	7	8	3	32	0	8	7	22	3	1	9	22	15	2	1	6	26	17	3	1	0	3	5	1	0	1	0	3	1	6	29	36	4	2	0	0	0	0	2	0	9	12	0	6	0	0	0	1	2	1	2	0	0	0	1	2	3	2	4	5	2	0	1	1	0	1	0	0	0	0	0	14	3	31
Otu28	194	106	173	708	567	229	128	361	85	58	247	94	70	71	80	64	163	1239	14	228	114	58	60	90	301	1739	65	18	10	16	535	29	13	58	52	95	24	13	12	6	7	11	9	41	438	461	5	7	2	20	12	11	22	1	113	245	21	12	7	6	5	12	15	15	22	22	228	53	9	8	380	10	2	16	16	2	11	12	7	28	20	15	16	7	1	166	81	2577
Otu2242	17	7	41	144	131	28	61	48	43	34	20	6	21	47	19	51	22	255	19	78	6	11	8	13	40	339	17	2	6	0	72	11	9	17	5	26	5	3	0	0	2	0	0	1	13	66	0	0	0	1	3	1	1	0	17	45	4	10	2	1	8	0	0	0	1	1	30	0	6	0	66	1	2	4	3	2	5	3	1	0	0	2	0	0	2	21	11	30
Otu3193	32	20	45	57	71	2	2	4	3	3	68	12	8	9	0	13	3	24	0	14	5	2	12	11	14	8	1	6	14	1	24	0	0	1	0	3	0	0	0	0	0	1	0	0	5	16	0	1	2	0	0	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0	14	0	2	0	4	0	1	1	0	0	4	1	0	0	0	0	0	0	1	11	26	198
Otu1901	19	17	183	325	239	41	65	105	97	134	55	57	65	62	35	115	58	991	46	100	48	19	62	55	115	639	75	3	3	0	4	0	45	108	63	73	37	8	3	0	7	5	3	10	145	214	8	14	4	11	8	13	21	4	97	114	5	12	2	22	3	15	5	14	15	12	137	19	20	12	511	11	9	17	7	1	7	9	4	20	10	24	17	1	3	127	45	669
Otu169	223	53	266	1110	719	15	176	93	153	91	38	38	55	86	4	28	1	187	30	177	82	44	110	146	336	208	19	222	189	41	950	45	11	7	5	2	4	14	10	2	1	0	4	1	51	333	8	2	0	8	14	0	3	0	72	42	8	0	0	0	21	5	5	2	0	0	200	0	5	0	7	10	1	1	1	1	2	3	4	0	0	0	0	0	2	132	36	709
Otu96	27	29	170	366	278	45	118	126	36	19	30	46	10	27	13	48	55	424	17	33	8	24	30	42	72	380	9	2	7	0	23	7	13	39	23	16	8	1	0	3	5	2	3	15	252	77	4	6	0	3	7	5	5	5	49	21	2	8	1	4	2	7	7	3	7	9	65	5	1	1	49	5	6	3	6	0	3	5	0	3	5	0	4	7	4	68	74	926
Otu836	4	1	5	2	4	1	10	3	1	4	0	4	2	2	0	0	0	18	2	2	1	0	1	2	4	9	0	0	0	0	5	0	0	3	0	1	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	2	4	15
Otu24	186	341	548	1182	743	258	184	651	104	189	432	217	111	110	47	563	231	634	46	193	48	99	118	46	162	2491	88	17	33	6	130	49	61	106	87	196	56	6	3	13	6	26	24	28	320	403	19	22	22	7	13	26	29	8	270	236	17	30	29	13	30	4	15	24	17	10	507	1	14	9	183	4	35	7	27	13	56	63	7	52	10	7	22	3	24	698	368	5184
Otu164	27	69	354	633	658	146	189	281	360	353	34	58	116	128	214	20	3	148	60	101	47	16	103	93	1413	255	474	63	36	97	418	126	21	12	22	20	5	2	89	10	2	15	1	13	81	337	6	6	3	3	6	3	22	4	100	82	11	96	6	0	11	20	7	10	48	5	549	2	1	37	903	7	10	15	17	12	22	6	7	34	6	13	23	2	1	363	30	826
Otu106	30	20	101	62	100	21	52	178	112	20	20	24	22	43	8	4	28	221	3	45	12	13	41	52	121	229	20	55	21	10	183	11	4	45	10	31	15	20	4	3	1	8	8	13	72	67	9	5	1	2	10	1	7	1	46	39	6	0	1	0	8	15	2	3	0	0	107	3	95	7	16	12	7	21	17	2	9	5	3	1	0	1	2	5	4	39	8	223
Otu822	58	41	149	499	433	82	167	244	83	71	141	44	23	57	11	139	37	72	7	77	16	21	43	46	86	595	23	11	25	0	114	21	18	41	17	57	10	4	2	12	5	3	7	3	56	137	6	5	0	0	5	3	0	4	33	86	7	14	2	8	6	3	2	3	0	2	128	0	10	4	101	2	15	2	5	0	6	0	4	2	1	2	4	0	5	170	81	680
Otu59	14	22	15	404	248	40	48	138	22	127	71	64	2	2	3	81	78	193	1	36	3	3	50	20	5	625	13	2	10	1	25	6	25	34	4	15	1	19	4	25	0	16	6	22	171	150	10	2	26	2	4	6	6	3	103	54	3	6	0	1	18	3	9	0	0	0	812	0	7	5	50	1	13	5	5	2	53	23	5	0	5	3	5	1	25	363	23	989
Otu2890	10	7	0	38	3	1	1	1	2	6	0	0	5	0	0	5	0	81	0	44	0	2	7	4	2	4	0	0	2	0	4	0	3	2	0	2	0	0	2	2	0	0	0	0	6	23	2	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
Otu501	20	4	32	177	28	4	10	50	16	8	13	8	9	0	4	0	18	91	4	1	1	2	8	30	66	108	10	0	5	1	65	0	4	6	1	8	1	16	0	1	11	5	0	9	86	57	3	4	2	3	2	2	4	1	15	85	4	3	5	9	3	4	2	1	3	0	35	3	1	4	210	11	4	7	1	0	53	10	0	7	15	4	5	9	0	51	27	548
Otu238	31	26	77	274	50	17	58	35	65	15	19	17	23	47	9	13	19	132	10	59	9	11	24	24	57	199	22	24	22	10	336	15	1	4	0	7	3	8	5	2	1	2	1	3	59	81	2	1	2	1	1	2	1	1	18	42	12	1	1	1	3	0	3	0	4	0	33	7	7	0	48	5	1	8	5	1	12	7	0	3	3	1	3	1	0	37	15	207
Otu218	22	30	51	173	36	19	33	35	29	30	15	13	34	25	11	11	9	189	11	69	20	14	16	18	38	152	33	33	3	18	335	33	5	11	8	9	4	5	7	1	1	4	4	17	49	103	5	0	3	0	2	0	1	0	13	67	3	4	3	1	0	7	0	1	0	1	59	1	1	2	32	1	1	25	10	0	19	6	3	6	1	1	0	1	0	39	22	71
Otu1707	24	18	177	525	124	24	173	65	50	15	34	26	28	36	1	5	10	41	14	42	6	5	11	42	51	425	20	54	10	3	883	2	5	4	4	18	6	13	0	2	4	2	1	5	19	22	2	1	1	0	2	1	2	1	22	68	7	5	1	3	1	1	3	1	1	0	30	13	2	0	55	12	1	5	2	4	22	18	1	9	0	3	0	1	1	25	15	129
Otu882	5	3	2	9	0	0	0	1	0	0	0	0	1	0	0	2	0	27	0	6	0	1	0	2	1	11	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	128	0	2	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0
Otu2257	26	7	29	164	25	1	3	22	3	9	14	9	1	4	0	0	0	1	0	13	0	2	4	4	3	57	4	1	31	0	35	2	0	1	1	0	0	0	0	4	0	0	6	0	0	69	1	0	1	0	0	0	0	0	3	26	7	2	0	0	1	0	0	0	0	0	13	0	10	0	0	0	2	0	0	2	4	2	1	0	0	0	0	0	1	9	18	96
Otu69	54	91	152	391	383	87	118	195	18	36	107	53	6	6	5	48	38	133	3	27	3	8	11	29	33	981	13	10	9	2	95	15	7	12	11	18	1	15	0	11	2	8	7	13	109	60	12	1	7	2	4	10	9	3	45	80	25	11	3	1	8	1	4	2	5	3	98	0	1	1	100	6	6	1	6	0	46	14	4	7	6	3	5	3	11	184	112	1532
Otu95	38	51	107	337	81	19	36	63	62	35	38	17	22	41	12	26	15	78	7	45	21	18	29	23	178	177	13	19	12	16	241	3	7	4	0	19	3	9	5	1	2	3	7	9	242	242	2	4	0	0	3	1	4	0	27	47	14	6	5	4	6	5	0	1	0	2	68	6	19	2	299	4	1	16	10	2	4	2	2	8	1	2	0	2	0	61	22	318
Otu313	29	67	124	191	1	2	144	1	2	1	19	11	4	4	1	0	10	128	0	2	0	1	0	7	0	129	1	86	56	4	28	12	1	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	33	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14	18	36
Otu694	23	9	22	67	12	5	18	56	25	14	8	4	23	6	1	7	0	111	2	13	2	3	7	13	18	100	7	10	2	3	57	4	6	2	4	6	3	6	2	0	0	3	7	1	77	47	2	0	0	0	0	0	0	0	9	28	4	0	1	10	0	1	1	0	2	2	33	6	2	1	41	5	0	5	0	1	8	0	1	7	2	1	0	0	0	19	12	135
Otu328	48	31	38	129	123	26	23	87	29	26	11	13	12	16	1	26	19	218	11	32	6	13	22	20	41	487	6	17	15	2	68	2	9	14	13	33	2	1	0	3	1	2	3	5	46	78	5	0	0	2	1	1	1	0	49	20	1	4	0	0	3	0	1	2	1	4	41	2	0	3	133	1	7	0	1	1	11	4	1	4	5	4	4	5	1	45	10	449
Otu191	41	12	32	477	29	7	49	30	5	32	17	28	2	9	0	8	6	134	4	21	5	11	12	7	42	212	3	9	2	0	44	2	9	2	0	0	0	0	0	0	2	3	1	1	0	28	4	0	0	0	2	2	1	0	9	4	1	7	0	2	0	0	4	0	2	0	12	1	2	2	28	4	2	3	5	0	6	10	0	3	0	0	1	1	1	20	8	75
Otu150	130	4	20	93	103	41	16	91	16	39	32	47	17	10	6	19	8	1677	10	135	59	215	20	9	53	139	6	10	10	0	92	6	8	7	16	31	15	4	3	2	2	2	3	3	53	171	6	5	3	1	2	7	16	0	48	27	4	5	5	2	11	2	1	0	2	1	86	0	1	3	21	1	4	8	5	2	16	7	2	2	0	1	0	0	1	48	15	52
Otu558	19	13	23	49	4	5	28	5	5	3	6	4	4	0	0	2	0	20	1	10	2	2	3	3	5	41	0	6	0	0	50	3	1	0	0	1	0	0	1	1	0	2	1	0	8	17	2	3	1	0	0	0	0	0	7	8	1	1	0	1	1	1	1	0	1	0	15	1	0	0	6	2	1	0	0	1	2	4	1	0	2	0	0	0	0	3	2	14
Otu577	84	36	144	358	103	24	103	72	141	143	81	35	78	68	19	43	8	146	20	198	54	72	25	78	145	251	75	90	29	36	506	75	15	10	7	63	16	87	16	8	4	15	10	17	173	233	3	4	4	7	4	3	6	0	31	155	16	5	6	8	4	2	0	2	4	0	116	14	12	3	167	11	3	60	30	6	78	19	9	6	1	7	4	1	2	92	53	255
Otu2903	94	12	86	1104	34	6	41	18	14	112	7	34	1	0	0	0	0	76	3	204	15	7	44	8	8	42	8	7	8	1	331	4	42	2	4	2	4	9	2	2	1	2	1	1	42	67	3	0	4	0	0	1	3	1	21	48	0	0	1	11	1	2	3	0	7	1	97	1	1	1	73	6	2	5	5	0	4	7	2	1	6	3	0	2	5	34	5	28
Otu30	164	142	437	1125	171	54	245	291	241	213	168	79	211	245	55	115	60	515	47	300	90	86	231	153	436	596	242	187	80	87	853	148	83	83	31	140	49	117	48	21	26	24	22	49	568	728	19	13	11	16	13	5	38	7	122	638	57	15	14	36	13	71	7	9	20	20	340	47	71	13	987	56	29	118	56	15	162	60	31	33	5	20	4	15	20	271	618	584
Otu2842	6	3	7	12	1	1	2	1	1	2	1	0	0	2	2	0	2	4	0	4	1	0	0	1	3	5	4	2	0	1	27	6	1	1	0	0	2	2	0	0	0	0	2	2	15	4	0	0	0	1	2	1	1	0	1	12	1	1	1	1	0	0	0	0	0	0	2	0	0	0	6	0	0	3	1	0	7	3	0	0	0	0	0	0	0	4	0	11
Otu15	270	138	659	1592	699	218	330	709	418	317	205	173	340	184	84	356	178	3341	110	188	36	64	233	150	377	2196	94	25	30	6	199	16	197	233	64	198	73	11	0	10	11	22	16	21	645	468	12	48	8	12	14	28	32	9	138	326	39	19	35	17	11	18	13	9	4	7	272	15	39	5	203	8	24	14	21	7	47	80	11	17	6	7	9	16	31	1247	398	5236
Otu434	11	26	1	0	0	1	0	0	0	0	5	0	0	0	0	1	4	0	0	4	1	6	0	0	0	0	0	0	0	1	1	150	0	0	0	0	0	0	0	1	0	0	0	2	23	234	6	0	0	0	4	0	0	0	3	14	0	53	0	0	0	0	0	11	71	0	0	0	0	4	6	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Otu84	35	84	154	214	94	6	1094	92	20	27	50	23	23	13	2	71	14	167	2	58	14	9	4	43	53	319	24	11	53	15	385	8	25	2	0	5	5	5	7	9	5	1	2	7	48	112	12	1	3	6	10	2	4	4	70	71	19	14	3	7	3	2	0	2	4	0	71	3	25	5	23	11	3	8	5	6	10	6	6	5	0	0	4	5	5	75	52	178
